分支,原始行号,范围,中文,ID,名称状态,来源
05 最高配对照 · 无狙击,58,公共,属性,dexterity11,DSH词典待复核,
05 最高配对照 · 无狙击,59,公共,属性,dexterity40,DSH词典待复核,
05 最高配对照 · 无狙击,60,公共,闪避和能量护盾,evasion_and_energy_shield24,DSH词典待复核,
05 最高配对照 · 无狙击,61,公共,闪避和能量护盾,evasion_and_energy_shield23,DSH词典待复核,
05 最高配对照 · 无狙击,62,公共,诡计面纱,evasion_and_energy_shield25,简体资料有来源,https://poe2db.tw/cn/Subterfuge_Mask
05 最高配对照 · 无狙击,63,公共,元素伤害和感电几率,elemental28,DSH词典待复核,
05 最高配对照 · 无狙击,64,公共,元素伤害和感电几率,elemental25,DSH词典待复核,
05 最高配对照 · 无狙击,65,公共,元素伤害和感电几率,elemental18,DSH词典待复核,
05 最高配对照 · 无狙击,66,公共,元素伤害与冻结积蓄,elemental27,DSH词典待复核,
05 最高配对照 · 无狙击,67,公共,元素伤害与冻结积蓄,elemental26,DSH词典待复核,
05 最高配对照 · 无狙击,68,公共,元素伤害与冻结积蓄,elemental16,DSH词典待复核,
05 最高配对照 · 无狙击,69,公共,驾驭元素,elemental32,DSH词典待复核,
05 最高配对照 · 无狙击,70,公共,属性,intelligence25,DSH词典待复核,
05 最高配对照 · 无狙击,71,公共,属性,dexterity9,DSH词典待复核,
05 最高配对照 · 无狙击,72,公共,闪避和能量护盾,evasion_and_energy_shield5,DSH词典待复核,
05 最高配对照 · 无狙击,73,公共,闪避和能量护盾,evasion_and_energy_shield8,DSH词典待复核,
05 最高配对照 · 无狙击,74,公共,闪避和能量护盾,evasion_and_energy_shield22,DSH词典待复核,
05 最高配对照 · 无狙击,75,公共,魂灵结界,evasion_and_energy_shield11,DSH词典待复核,
05 最高配对照 · 无狙击,76,公共,元素攻击伤害,elemental_attacks6,DSH词典待复核,
05 最高配对照 · 无狙击,77,公共,催化反应,elemental_attacks8,DSH词典待复核,
05 最高配对照 · 无狙击,78,公共,闪避,evasion24_,DSH词典待复核,
05 最高配对照 · 无狙击,79,公共,闪避,evasion21,DSH词典待复核,
05 最高配对照 · 无狙击,80,公共,闪避,evasion28,DSH词典待复核,
05 最高配对照 · 无狙击,81,公共,猛兽之肤,evasion33,简体资料有来源,https://poe2db.tw/cn/Beastial_Skin
05 最高配对照 · 无狙击,82,公共,暴击伤害,criticals58,DSH词典待复核,
05 最高配对照 · 无狙击,83,公共,攻击伤害,attack41__,DSH词典待复核,
05 最高配对照 · 无狙击,84,公共,闪避,evasion11,DSH词典待复核,
05 最高配对照 · 无狙击,85,公共,闪避,evasion12,DSH词典待复核,
05 最高配对照 · 无狙击,86,公共,移动速度,movement_speed1,DSH词典待复核,
05 最高配对照 · 无狙击,87,公共,移动速度,movement_speed3,DSH词典待复核,
05 最高配对照 · 无狙击,88,公共,模糊身影,ranger_huntress_notable1,DSH词典待复核,
05 最高配对照 · 无狙击,89,公共,属性,dexterity23_,DSH词典待复核,
05 最高配对照 · 无狙击,90,公共,属性,dexterity22,DSH词典待复核,
05 最高配对照 · 无狙击,91,公共,属性,dexterity21,DSH词典待复核,
05 最高配对照 · 无狙击,92,公共,属性,dexterity38,DSH词典待复核,
05 最高配对照 · 无狙击,93,公共,攻击伤害和速度,attack51,DSH词典待复核,
05 最高配对照 · 无狙击,94,公共,攻击伤害,attack50,DSH词典待复核,
05 最高配对照 · 无狙击,95,公共,吸收之力,attack46,DSH词典待复核,
05 最高配对照 · 无狙击,96,武器组1,瘫痪打击,attack5,DSH词典待复核,
05 最高配对照 · 无狙击,97,武器组1,捷伤害,heralds12_,DSH词典待复核,
05 最高配对照 · 无狙击,98,武器组1,捷伤害,heralds10,DSH词典待复核,
05 最高配对照 · 无狙击,99,武器组1,灾难使者,heralds16_,DSH词典待复核,
05 最高配对照 · 无狙击,100,武器组1,暴击率,criticals13,DSH词典待复核,
05 最高配对照 · 无狙击,101,武器组1,暴击伤害,criticals18,DSH词典待复核,
05 最高配对照 · 无狙击,102,武器组1,夺命力量,criticals50,DSH词典待复核,
05 最高配对照 · 无狙击,103,武器组1,弓类暴击伤害,bow9,DSH词典待复核,
05 最高配对照 · 无狙击,104,武器组1,狙击手,bow14,DSH词典待复核,
05 最高配对照 · 无狙击,105,武器组1,弓类暴击伤害,bow7,DSH词典待复核,
05 最高配对照 · 无狙击,106,武器组1,攻击伤害,attack13_,DSH词典待复核,
05 最高配对照 · 无狙击,107,武器组1,攻击伤害,attack14,DSH词典待复核,
05 最高配对照 · 无狙击,108,武器组1,致盲打击,attack16,DSH词典待复核,
05 最高配对照 · 无狙击,109,武器组1,对恍惚敌人的伤害和暴击,daze_3,DSH词典待复核,
05 最高配对照 · 无狙击,110,武器组1,对恍惚敌人的伤害,daze_4,DSH词典待复核,
05 最高配对照 · 无狙击,111,武器组1,茫然无措,daze_2,DSH词典待复核,
05 最高配对照 · 无狙击,112,武器组1,对恍惚敌人的暴击,daze_7,DSH词典待复核,
05 最高配对照 · 无狙击,113,武器组1,晕眩击中,daze_19,简体资料有来源,https://poe2db.tw/cn/Dizzying_Hits
05 最高配对照 · 无狙击,114,武器组1,暴击伤害,criticals43_,DSH词典待复核,
05 最高配对照 · 无狙击,115,武器组1,暴击伤害,criticals42,DSH词典待复核,
05 最高配对照 · 无狙击,116,武器组1,求真时刻,criticals38_,DSH词典待复核,
05 最高配对照 · 无狙击,117,武器组1,攻击伤害,attack42,DSH词典待复核,
05 最高配对照 · 无狙击,118,武器组1,攻击伤害,attack43,DSH词典待复核,
05 最高配对照 · 无狙击,119,武器组1,连续攻击,attack45,DSH词典待复核,
05 最高配对照 · 无狙击,120,武器组2,属性,dexterity81,DSH词典待复核,
05 最高配对照 · 无狙击,121,武器组2,属性,attributes9,DSH词典待复核,
05 最高配对照 · 无狙击,122,武器组2,印记效果,marks16,DSH词典待复核,
05 最高配对照 · 无狙击,123,武器组2,印记效果,marks5_,DSH词典待复核,
05 最高配对照 · 无狙击,124,武器组2,印记持续时间,marks15,DSH词典待复核,
05 最高配对照 · 无狙击,125,武器组2,弊病印记,marks12,DSH词典待复核,
05 最高配对照 · 无狙击,126,武器组2,印记使用速度,marks8,DSH词典待复核,
05 最高配对照 · 无狙击,127,武器组2,印记持续时间,marks13,DSH词典待复核,
05 最高配对照 · 无狙击,128,武器组2,标记敏捷,marks17,DSH词典待复核,
05 最高配对照 · 无狙击,129,武器组2,感电效果,shock3,DSH词典待复核,
05 最高配对照 · 无狙击,130,武器组2,感电效果,shock4,DSH词典待复核,
05 最高配对照 · 无狙击,131,武器组2,感电效果,shock15,DSH词典待复核,
05 最高配对照 · 无狙击,132,武器组2,疲乏,shock6,DSH词典待复核,
05 最高配对照 · 无狙击,133,武器组2,属性,dexterity85_,DSH词典待复核,
05 最高配对照 · 无狙击,134,武器组2,属性,dexterity57,DSH词典待复核,
05 最高配对照 · 无狙击,135,武器组2,属性,attributes74,DSH词典待复核,
05 最高配对照 · 无狙击,136,武器组2,属性,dexterity58,DSH词典待复核,
05 最高配对照 · 无狙击,137,武器组2,印记使用速度,marks32,DSH词典待复核,
05 最高配对照 · 无狙击,138,武器组2,印记效果和致盲效果,marks29,DSH词典待复核,
05 最高配对照 · 无狙击,139,武器组2,印记效果和致盲几率,marks30,DSH词典待复核,
05 最高配对照 · 无狙击,140,武器组2,敏捷,azmerianimals47,DSH词典待复核,
05 最高配对照 · 无狙击,141,武器组2,异常状态强度,azmerianimals43,DSH词典待复核,
05 最高配对照 · 无狙击,142,武器组2,异常状态强度,azmerianimals44,DSH词典待复核,
05 最高配对照 · 无狙击,143,武器组2,显贵头狼,azmerianimals48,DSH词典待复核,
05 最高配对照 · 无狙击,144,升华,锐眼,AscendancyRanger1Start,简体资料有来源,https://poe2db.tw/cn/Deadeye
05 最高配对照 · 无狙击,145,升华,投射物速度,AscendancyRanger1Small2,DSH词典待复核,
05 最高配对照 · 无狙击,146,升华,投射物近距离专精,AscendancyRanger1Notable2_Choice,简体资料有来源,https://poe2db.tw/cn/Projectile_Proximity_Specialisation
05 最高配对照 · 无狙击,147,升华,投射物速度,AscendancyRanger1Small1__,DSH词典待复核,
05 最高配对照 · 无狙击,148,升华,无限弹药,AscendancyRanger1Notable1,简体资料有来源,https://poe2db.tw/cn/Endless_Munitions
05 最高配对照 · 无狙击,149,升华,零点射击,AscendancyRanger1Notable2_2,简体资料有来源,https://poe2db.tw/cn/Point_Blank
05 最高配对照 · 无狙击,150,升华,技能速度,AscendancyRanger1Small3,DSH词典待复核,
05 最高配对照 · 无狙击,151,升华,聚风,AscendancyRanger1Notable3,简体资料有来源,https://poe2db.tw/cn/Gathering_Winds
05 最高配对照 · 无狙击,152,升华,投射物伤害,AscendancyRanger1Small8,DSH词典待复核,
05 最高配对照 · 无狙击,153,升华,蜃影神射,AscendancyRanger1Notable4,简体资料有来源,https://poe2db.tw/cn/Mirage_Deadeye
05 最高配对照 · 无狙击,154,公共,属性,dexterity85_,DSH词典待复核,
05 最高配对照 · 无狙击,155,公共,属性,dexterity57,DSH词典待复核,
05 最高配对照 · 无狙击,156,公共,属性,attributes74,DSH词典待复核,
05 最高配对照 · 无狙击,157,公共,属性,dexterity15,DSH词典待复核,
05 最高配对照 · 无狙击,158,公共,属性,dexterity14,DSH词典待复核,
05 最高配对照 · 无狙击,159,公共,属性,dexterity87,DSH词典待复核,
05 最高配对照 · 无狙击,160,公共,属性,dexterity8,DSH词典待复核,
05 最高配对照 · 无狙击,161,公共,属性,dexterity3,DSH词典待复核,
05 最高配对照 · 无狙击,162,公共,属性,dexterity16,DSH词典待复核,
05 最高配对照 · 无狙击,163,公共,属性,dexterity18,DSH词典待复核,
05 最高配对照 · 无狙击,164,公共,属性,intelligence10,DSH词典待复核,
05 最高配对照 · 无狙击,165,公共,属性,attributes11,DSH词典待复核,
05 最高配对照 · 无狙击,166,公共,属性,dexterity48,DSH词典待复核,
05 最高配对照 · 无狙击,167,公共,属性,dexterity5,DSH词典待复核,
05 最高配对照 · 无狙击,168,公共,属性,dexterity10,DSH词典待复核,
05 最高配对照 · 无狙击,169,公共,属性,dexterity36,DSH词典待复核,
05 最高配对照 · 无狙击,170,公共,属性,dexterity38,DSH词典待复核,
05 最高配对照 · 无狙击,171,公共,属性,dexterity39,DSH词典待复核,
05 最高配对照 · 无狙击,172,公共,属性,dexterity11,DSH词典待复核,
05 最高配对照 · 无狙击,173,公共,属性,dexterity40,DSH词典待复核,
05 最高配对照 · 无狙击,174,公共,属性,dexterity23_,DSH词典待复核,
05 最高配对照 · 无狙击,175,公共,属性,dexterity22,DSH词典待复核,
05 最高配对照 · 无狙击,176,公共,属性,dexterity21,DSH词典待复核,
06 Live Gear · 升华冲突隔离,1,公共,闪避,evasion11,DSH词典待复核,
06 Live Gear · 升华冲突隔离,2,公共,闪避,evasion12,DSH词典待复核,
06 Live Gear · 升华冲突隔离,3,公共,移动速度,movement_speed1,DSH词典待复核,
06 Live Gear · 升华冲突隔离,4,公共,移动速度,movement_speed3,DSH词典待复核,
06 Live Gear · 升华冲突隔离,5,公共,模糊身影,ranger_huntress_notable1,DSH词典待复核,
06 Live Gear · 升华冲突隔离,6,公共,属性,dexterity23_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,7,公共,属性,dexterity22,DSH词典待复核,
06 Live Gear · 升华冲突隔离,8,公共,属性,dexterity21,DSH词典待复核,
06 Live Gear · 升华冲突隔离,9,公共,属性,dexterity20,DSH词典待复核,
06 Live Gear · 升华冲突隔离,10,公共,属性,attributes29,DSH词典待复核,
06 Live Gear · 升华冲突隔离,11,公共,属性,dexterity34,DSH词典待复核,
06 Live Gear · 升华冲突隔离,12,公共,闪避,evasion17_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,13,公共,动如脱兔,evasion31,DSH词典待复核,
06 Live Gear · 升华冲突隔离,14,公共,珠宝插槽,jewel_slot1960,DSH词典待复核,
06 Live Gear · 升华冲突隔离,15,公共,属性,dexterity12_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,16,公共,属性,dexterity54,DSH词典待复核,
06 Live Gear · 升华冲突隔离,17,公共,属性,dexterity55,DSH词典待复核,
06 Live Gear · 升华冲突隔离,18,公共,属性,dexterity82_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,19,公共,属性,dexterity81,DSH词典待复核,
06 Live Gear · 升华冲突隔离,20,公共,属性,attributes9,DSH词典待复核,
06 Live Gear · 升华冲突隔离,21,公共,属性,dexterity80,DSH词典待复核,
06 Live Gear · 升华冲突隔离,22,公共,珠宝插槽,jewel_slot1970,DSH词典待复核,
06 Live Gear · 升华冲突隔离,23,公共,移动速度,azmerianimals10,DSH词典待复核,
06 Live Gear · 升华冲突隔离,24,公共,移动速度,azmerianimals11,DSH词典待复核,
06 Live Gear · 升华冲突隔离,25,公共,技能速度,movement_speed5,DSH词典待复核,
06 Live Gear · 升华冲突隔离,26,公共,技能速度,movement_speed4,DSH词典待复核,
06 Live Gear · 升华冲突隔离,27,公共,加速,movement_speed9,DSH词典待复核,
06 Live Gear · 升华冲突隔离,28,公共,闪避,azmerianimals38,DSH词典待复核,
06 Live Gear · 升华冲突隔离,29,公共,偏转,azmerianimals40,DSH词典待复核,
06 Live Gear · 升华冲突隔离,30,公共,偏转,azmerianimals41,DSH词典待复核,
06 Live Gear · 升华冲突隔离,31,公共,荒野之豹,azmerianimals42,简体资料有来源,https://poe2db.tw/cn/The_Wild_Cat
06 Live Gear · 升华冲突隔离,32,公共,属性,dexterity52,DSH词典待复核,
06 Live Gear · 升华冲突隔离,33,公共,属性,dexterity51,DSH词典待复核,
06 Live Gear · 升华冲突隔离,34,公共,属性,attributes10,DSH词典待复核,
06 Live Gear · 升华冲突隔离,35,公共,属性,dexterity50,DSH词典待复核,
06 Live Gear · 升华冲突隔离,36,公共,珠宝插槽,jewel_slot1976,DSH词典待复核,
06 Live Gear · 升华冲突隔离,37,公共,属性,attributes27,DSH词典待复核,
06 Live Gear · 升华冲突隔离,38,公共,属性,dexterity48,DSH词典待复核,
06 Live Gear · 升华冲突隔离,39,公共,属性,attributes11,DSH词典待复核,
06 Live Gear · 升华冲突隔离,40,公共,属性,dexterity47,DSH词典待复核,
06 Live Gear · 升华冲突隔离,41,公共,偏转和能量护盾延迟,evasion_and_energy_shield33,DSH词典待复核,
06 Live Gear · 升华冲突隔离,42,公共,闪避和能量护盾,evasion_and_energy_shield32,DSH词典待复核,
06 Live Gear · 升华冲突隔离,43,公共,闪避和能量护盾,evasion_and_energy_shield31,DSH词典待复核,
06 Live Gear · 升华冲突隔离,44,公共,闪避和能量护盾,evasion_and_energy_shield36,DSH词典待复核,
06 Live Gear · 升华冲突隔离,45,公共,闪避和能量护盾,evasion_and_energy_shield30,DSH词典待复核,
06 Live Gear · 升华冲突隔离,46,公共,属性,dexterity46,DSH词典待复核,
06 Live Gear · 升华冲突隔离,47,公共,属性,dexterity7,DSH词典待复核,
06 Live Gear · 升华冲突隔离,48,公共,属性,intelligence67,DSH词典待复核,
06 Live Gear · 升华冲突隔离,49,公共,属性,attributes12,DSH词典待复核,
06 Live Gear · 升华冲突隔离,50,公共,属性,intelligence68,DSH词典待复核,
06 Live Gear · 升华冲突隔离,51,公共,属性,intelligence69,DSH词典待复核,
06 Live Gear · 升华冲突隔离,52,公共,珠宝插槽,jewel_slot1979,DSH词典待复核,
06 Live Gear · 升华冲突隔离,53,公共,冰霜伤害,cold3,DSH词典待复核,
06 Live Gear · 升华冲突隔离,54,公共,如履薄冰,cold32,DSH词典待复核,
06 Live Gear · 升华冲突隔离,55,公共,属性,dexterity9,DSH词典待复核,
06 Live Gear · 升华冲突隔离,56,公共,闪避和能量护盾,evasion_and_energy_shield5,DSH词典待复核,
06 Live Gear · 升华冲突隔离,57,公共,闪避和能量护盾,evasion_and_energy_shield8,DSH词典待复核,
06 Live Gear · 升华冲突隔离,58,公共,闪避和能量护盾,evasion_and_energy_shield22,DSH词典待复核,
06 Live Gear · 升华冲突隔离,59,公共,魂灵结界,evasion_and_energy_shield11,DSH词典待复核,
06 Live Gear · 升华冲突隔离,60,公共,属性,intelligence25,DSH词典待复核,
06 Live Gear · 升华冲突隔离,61,公共,珠宝插槽,jewel_slot1961,DSH词典待复核,
06 Live Gear · 升华冲突隔离,62,公共,属性,intelligence7,DSH词典待复核,
06 Live Gear · 升华冲突隔离,63,公共,属性,attributes28,DSH词典待复核,
06 Live Gear · 升华冲突隔离,64,公共,属性,dexterity6,DSH词典待复核,
06 Live Gear · 升华冲突隔离,65,公共,属性,intelligence10,DSH词典待复核,
06 Live Gear · 升华冲突隔离,66,公共,暴击率,criticals12,DSH词典待复核,
06 Live Gear · 升华冲突隔离,67,公共,溅水白浪,criticals3,DSH词典待复核,
06 Live Gear · 升华冲突隔离,68,公共,暴击率,criticals11,DSH词典待复核,
06 Live Gear · 升华冲突隔离,69,公共,势如流水,shadow_monk_notable1,简体资料有来源,https://poe2db.tw/cn/Flow_Like_Water
06 Live Gear · 升华冲突隔离,70,公共,暴击伤害,criticals15,DSH词典待复核,
06 Live Gear · 升华冲突隔离,71,公共,闪避和能量护盾,evasion_and_energy_shield26,DSH词典待复核,
06 Live Gear · 升华冲突隔离,72,公共,机警感知,evasion_and_energy_shield35_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,73,公共,闪避和能量护盾,evasion_and_energy_shield27,DSH词典待复核,
06 Live Gear · 升华冲突隔离,74,公共,迷踪步履,shadow_monk_notable2,简体资料有来源,https://poe2db.tw/cn/Step_Like_Mist
06 Live Gear · 升华冲突隔离,75,公共,冻结积蓄,cold28,DSH词典待复核,
06 Live Gear · 升华冲突隔离,76,公共,群山的精华,cold39__,DSH词典待复核,
06 Live Gear · 升华冲突隔离,77,公共,闪避和能量护盾,evasion_and_energy_shield17,DSH词典待复核,
06 Live Gear · 升华冲突隔离,78,公共,闪避和能量护盾,evasion_and_energy_shield16,DSH词典待复核,
06 Live Gear · 升华冲突隔离,79,公共,光芒万丈,evasion_and_energy_shield15,DSH词典待复核,
06 Live Gear · 升华冲突隔离,80,公共,闪避和能量护盾,evasion_and_energy_shield10,DSH词典待复核,
06 Live Gear · 升华冲突隔离,81,公共,闪避和能量护盾,evasion_and_energy_shield9_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,82,公共,属性,intelligence66,DSH词典待复核,
06 Live Gear · 升华冲突隔离,83,公共,暴击伤害,criticals10,DSH词典待复核,
06 Live Gear · 升华冲突隔离,84,公共,暴击率,criticals17,DSH词典待复核,
06 Live Gear · 升华冲突隔离,85,公共,真实之击,criticals28,DSH词典待复核,
06 Live Gear · 升华冲突隔离,86,公共,暴击伤害,criticals45,DSH词典待复核,
06 Live Gear · 升华冲突隔离,87,公共,直取咽喉,criticals29,DSH词典待复核,
06 Live Gear · 升华冲突隔离,88,公共,暴击伤害,criticals52,DSH词典待复核,
06 Live Gear · 升华冲突隔离,89,公共,暴击伤害,criticals58,DSH词典待复核,
06 Live Gear · 升华冲突隔离,90,公共,心伤,criticals54_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,91,公共,攻击暴击伤害,criticals57_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,92,公共,穿身而过,criticals55_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,93,公共,攻击暴击率,criticals59,DSH词典待复核,
06 Live Gear · 升华冲突隔离,94,公共,心悸,criticals53,简体资料有来源,https://poe2db.tw/cn/Heartstopping
06 Live Gear · 升华冲突隔离,95,公共,闪避,evasion24_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,96,公共,闪避,evasion21,DSH词典待复核,
06 Live Gear · 升华冲突隔离,97,公共,闪避,evasion28,DSH词典待复核,
06 Live Gear · 升华冲突隔离,98,公共,猛兽之肤,evasion33,简体资料有来源,https://poe2db.tw/cn/Beastial_Skin
06 Live Gear · 升华冲突隔离,99,公共,攻击伤害,attack6,DSH词典待复核,
06 Live Gear · 升华冲突隔离,100,公共,攻击伤害和移动速度,attack2,DSH词典待复核,
06 Live Gear · 升华冲突隔离,101,公共,元素伤害和感电几率,elemental28,DSH词典待复核,
06 Live Gear · 升华冲突隔离,102,公共,元素伤害和感电几率,elemental25,DSH词典待复核,
06 Live Gear · 升华冲突隔离,103,公共,元素伤害和感电几率,elemental18,DSH词典待复核,
06 Live Gear · 升华冲突隔离,104,公共,驾驭元素,elemental32,DSH词典待复核,
06 Live Gear · 升华冲突隔离,105,武器组1,对恍惚敌人的暴击,daze_7,DSH词典待复核,
06 Live Gear · 升华冲突隔离,106,武器组1,暴击率,criticals13,DSH词典待复核,
06 Live Gear · 升华冲突隔离,107,武器组1,暴击伤害,criticals43_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,108,武器组1,瘫痪打击,attack5,DSH词典待复核,
06 Live Gear · 升华冲突隔离,109,武器组1,茫然无措,daze_2,DSH词典待复核,
06 Live Gear · 升华冲突隔离,110,武器组1,晕眩击中,daze_19,简体资料有来源,https://poe2db.tw/cn/Dizzying_Hits
06 Live Gear · 升华冲突隔离,111,武器组1,暴击伤害,criticals87,DSH词典待复核,
06 Live Gear · 升华冲突隔离,112,武器组1,暴击伤害,criticals88_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,113,武器组1,额外箭矢几率,bow20,DSH词典待复核,
06 Live Gear · 升华冲突隔离,114,武器组1,割战者,criticals90,DSH词典待复核,
06 Live Gear · 升华冲突隔离,115,武器组1,额外箭矢几率,bow19,DSH词典待复核,
06 Live Gear · 升华冲突隔离,116,武器组1,元素攻击伤害,elemental_attacks6,DSH词典待复核,
06 Live Gear · 升华冲突隔离,117,武器组1,额外箭矢几率,bow21,DSH词典待复核,
06 Live Gear · 升华冲突隔离,118,武器组1,催化反应,elemental_attacks8,DSH词典待复核,
06 Live Gear · 升华冲突隔离,119,武器组1,捷伤害,heralds10,DSH词典待复核,
06 Live Gear · 升华冲突隔离,120,武器组1,灾难使者,heralds16_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,121,武器组1,对恍惚敌人的伤害和暴击,daze_3,DSH词典待复核,
06 Live Gear · 升华冲突隔离,122,武器组1,求真时刻,criticals38_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,123,武器组1,暴击伤害,criticals42,DSH词典待复核,
06 Live Gear · 升华冲突隔离,124,武器组1,捷伤害,heralds12_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,125,武器组1,对恍惚敌人的伤害,daze_4,DSH词典待复核,
06 Live Gear · 升华冲突隔离,126,武器组1,夺命力量,criticals50,DSH词典待复核,
06 Live Gear · 升华冲突隔离,127,武器组1,巧手连射,bow23,DSH词典待复核,
06 Live Gear · 升华冲突隔离,128,武器组1,暴击伤害,criticals18,DSH词典待复核,
06 Live Gear · 升华冲突隔离,129,武器组1,属性,intelligence10,DSH词典待复核,
06 Live Gear · 升华冲突隔离,130,武器组1,直取咽喉,criticals29,DSH词典待复核,
06 Live Gear · 升华冲突隔离,131,武器组1,属性,dexterity12_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,132,武器组1,属性,dexterity50,DSH词典待复核,
06 Live Gear · 升华冲突隔离,133,武器组1,属性,dexterity51,DSH词典待复核,
06 Live Gear · 升华冲突隔离,134,武器组1,属性,attributes27,DSH词典待复核,
06 Live Gear · 升华冲突隔离,135,武器组1,攻击伤害和移动速度,attack2,DSH词典待复核,
06 Live Gear · 升华冲突隔离,136,武器组1,属性,dexterity47,DSH词典待复核,
06 Live Gear · 升华冲突隔离,137,武器组2,奔跑移动速度,Sprint3,DSH词典待复核,
06 Live Gear · 升华冲突隔离,138,武器组2,属性,attributes74,DSH词典待复核,
06 Live Gear · 升华冲突隔离,139,武器组2,奔跑时的闪避和移动速度,Sprint7,DSH词典待复核,
06 Live Gear · 升华冲突隔离,140,武器组2,异常状态强度,azmerianimals43,DSH词典待复核,
06 Live Gear · 升华冲突隔离,141,武器组2,异常状态强度,azmerianimals44,DSH词典待复核,
06 Live Gear · 升华冲突隔离,142,武器组2,标记敏捷,marks17,DSH词典待复核,
06 Live Gear · 升华冲突隔离,143,武器组2,疲乏,shock6,DSH词典待复核,
06 Live Gear · 升华冲突隔离,144,武器组2,弊病印记,marks12,DSH词典待复核,
06 Live Gear · 升华冲突隔离,145,武器组2,印记效果,marks5_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,146,武器组2,属性,dexterity57,DSH词典待复核,
06 Live Gear · 升华冲突隔离,147,武器组2,敏捷,azmerianimals47,DSH词典待复核,
06 Live Gear · 升华冲突隔离,148,武器组2,印记持续时间,marks15,DSH词典待复核,
06 Live Gear · 升华冲突隔离,149,武器组2,属性,attributes26,DSH词典待复核,
06 Live Gear · 升华冲突隔离,150,武器组2,马拉松能手,Sprint9_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,151,武器组2,印记效果,marks16,DSH词典待复核,
06 Live Gear · 升华冲突隔离,152,武器组2,感电效果,shock4,DSH词典待复核,
06 Live Gear · 升华冲突隔离,153,武器组2,印记持续时间,marks13,DSH词典待复核,
06 Live Gear · 升华冲突隔离,154,武器组2,感电效果,shock3,DSH词典待复核,
06 Live Gear · 升华冲突隔离,155,武器组2,印记使用速度,marks14,DSH词典待复核,
06 Live Gear · 升华冲突隔离,156,武器组2,属性,dexterity85_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,157,武器组2,感电效果,shock15,DSH词典待复核,
06 Live Gear · 升华冲突隔离,158,武器组2,属性,dexterity41,DSH词典待复核,
06 Live Gear · 升华冲突隔离,159,武器组2,奔跑移动速度,Sprint4,DSH词典待复核,
06 Live Gear · 升华冲突隔离,160,武器组2,显贵头狼,azmerianimals48,DSH词典待复核,
06 Live Gear · 升华冲突隔离,161,武器组2,属性,attributes9,DSH词典待复核,
06 Live Gear · 升华冲突隔离,162,武器组2,属性,attributes27,DSH词典待复核,
06 Live Gear · 升华冲突隔离,163,武器组2,珠宝插槽,jewel_slot1960,DSH词典待复核,
06 Live Gear · 升华冲突隔离,164,武器组2,属性,dexterity54,DSH词典待复核,
06 Live Gear · 升华冲突隔离,165,升华,技能速度,AscendancyRanger3Small4,DSH词典待复核,
06 Live Gear · 升华冲突隔离,166,升华,无尽追踪,AscendancyRanger3Notable2,简体资料有来源,https://poe2db.tw/cn/Relentless_Pursuit
06 Live Gear · 升华冲突隔离,167,升华,技能速度,AscendancyRanger3Small3,DSH词典待复核,
06 Live Gear · 升华冲突隔离,168,升华,奔波袭击,AscendancyRanger3Notable1_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,169,升华,追猎者,AscendancyRanger3Start,DSH词典待复核,
06 Live Gear · 升华冲突隔离,170,升华,天赋点数,AscendancyRanger3Small8,DSH词典待复核,
06 Live Gear · 升华冲突隔离,171,升华,寻路者,AscendancyRanger3Notable8_Choice_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,172,升华,魔巫道途,AscendancyRanger3Notable8_1,DSH词典待复核,
06 Live Gear · 升华冲突隔离,173,升华,天赋点数,AscendancyRanger3Small9,DSH词典待复核,
06 Live Gear · 升华冲突隔离,174,升华,旅人的智慧,AscendancyRanger3Notable9,DSH词典待复核,
06 Live Gear · 升华冲突隔离,175,公共,属性,dexterity85_,DSH词典待复核,
06 Live Gear · 升华冲突隔离,176,公共,属性,attributes28,DSH词典待复核,
06 Live Gear · 升华冲突隔离,177,公共,属性,dexterity57,DSH词典待复核,
06 Live Gear · 升华冲突隔离,178,公共,属性,attributes74,DSH词典待复核,
06 Live Gear · 升华冲突隔离,179,公共,属性,dexterity6,DSH词典待复核,
06 Live Gear · 升华冲突隔离,180,公共,属性,intelligence7,DSH词典待复核,
06 Live Gear · 升华冲突隔离,181,公共,属性,intelligence10,DSH词典待复核,
06 Live Gear · 升华冲突隔离,182,公共,属性,attributes27,DSH词典待复核,
